10153	-56.5
10315	-69.13333333333334
10766	-73.0
10810	-48.8
10928	-50.333333333333336
1098	18.42857142857143
11044	-64.85714285714286
11206	-60.90909090909091
1142	5.446808510638299
11495	-75.1
11657	-57.27272727272727
11701	-63.0
11819	-53.55555555555556
11990	-53.285714285714285
12386	-44.833333333333336
12430	-44.54545454545455
12548	-56.857142857142854
12881	-49.125
12999	-65.92307692307692
1304	9.266666666666666
13277	-63.833333333333336
13321	-61.857142857142854
13439	-48.75
13772	-51.5
13934	-52.76923076923077
14050	-68.57142857142857
14168	-62.4
14212	-44.833333333333336
14663	-53.6
14825	-76.0
15059	-49.5
15103	-50.2
15392	-59.75
15554	-53.0
15716	-55.625
1593	0.10000000000000142
16283	-69.11111111111111
16445	-80.0
16607	-56.0
16896	-54.857142857142854
16940	-56.8
17174	-46.875
17336	-64.71428571428571
1755	-5.635080645161288
17787	-48.333333333333336
17831	-67.71428571428571
17949	-51.0
18065	-77.125
18227	-51.0
18560	-39.666666666666664
18678	-61.81818181818182
18722	-45.15384615384615
19000	-55.0
19118	-51.666666666666664
1917	2.9666666666666686
19451	-49.125
19569	-52.666666666666664
19613	-64.8
20116	-60.2
2033	-30.02105263157894
20567	-60.46153846153846
20611	-59.285714285714285
20729	-46.833333333333336
21007	-44.4
21296	-87.0
21340	-64.375
21458	-61.57142857142857
21502	-61.5
21791	-58.833333333333336
21953	-72.75
22187	-56.25
22231	-56.125
22349	-86.33333333333333
22682	-67.0
22844	-48.0
23078	-46.25
23122	-73.0
23573	-48.54545454545455
23735	-73.83333333333333
24013	-65.38461538461539
24464	-59.81818181818182
24626	-58.42857142857143
2484	-15.216666666666661
25193	-65.07692307692308
25355	-54.44444444444444
25517	-55.285714285714285
25850	-57.8
25968	-41.214285714285715
26084	-46.27272727272727
26246	-59.1
26408	-55.266666666666666
2646	-6.218984962406012
26697	-53.888888888888886
26741	-49.92307692307692
26859	-62.0
26903	-57.76470588235294
27137	-47.625
27470	-70.14285714285714
27588	-41.0
27632	-69.66666666666667
