node_id	score
8737	0.000137749016026
2914	0.000121460331077
18964	8.49253485639e-05
1220	7.34626487859e-05
2409	6.93818358598e-05
10029	6.75447595051e-05
214538	6.25792575466e-05
7343	5.91837992545e-05
39295	5.5715803672e-05
38283	5.55118996244e-05
18963	5.54441663346e-05
40509	4.93428807175e-05
1918	4.86863935039e-05
4494	4.85255438537e-05
3407	4.6868128609e-05
